Date,HangSeng,LQD,US10Y,BND,MA20,IEF,TLT,Imports_GDP_Pct,Nikkei225,Exports_GDP_Pct,Recession_Probability,Inflation_Annual_Pct,Volatility_20d,Fed_Funds_Rate,Yield_Curve_Spread,OECD_Unemp_rate_pct_USA,Meta,Unemployment_Rate,MSCIWorld,Google,Apple,Return,Direction
2010-03-15,-0.5336284331458223,-0.0878425536319014,-0.084013677750531,0.4941972782449072,1.0623908228594594,-0.0282604001587759,-0.1674070427011534,0.6430775219375918,-0.0332819598962714,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.4900025747770329,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-1.88466329587884,-0.8291697520833535,-0.8291697520833535,1
2010-03-16,-0.2379641641767763,1.1179375989654736,-0.617845389351968,0.6394296423510744,1.1005065958976734,0.95958168305707,0.8843031825029077,0.6430775219375918,-0.278831643558411,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.4962552052387047,-0.6943754971466467,1.8495441552931389,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.180511248018506,0.1063109934250134,0.1063109934250134,0
2010-03-17,1.442506468327651,0.8771492908333268,-0.145253638397696,0.055950513497192,1.1383986934646682,0.281016502257416,0.4671056538373359,0.6430775219375918,0.9563518539932016,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5100466546263536,-0.6943754971466467,1.8495441552931389,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.0109523426565768,-0.1569737116963621,-0.1569737116963621,1
2010-03-18,-0.2254489721427849,-0.5328477698656325,0.3489034376282235,-0.7204010496435268,1.145227924766008,-0.7022764966540983,-0.3883732571921266,0.6430775219375918,-0.84754271961335,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5110058168827387,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.0440926284398445,0.0836973930227852,0.0836973930227852,0
2010-03-19,0.1467242868100625,-0.2281703753092475,0.166492024129848,0.2503965603494666,1.0826489481826491,-0.3661030858398055,0.0943492049843473,0.6430775219375918,0.6007984545212666,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.4723133558062496,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.7857363821724802,-0.7352148758858486,-0.7352148758858486,1
2010-03-22,-1.7447708150657206,0.3592319503473211,-0.2989273055808126,0.3475306097119144,1.3266874242515136,0.8176660702787053,0.1065610616946813,0.6430775219375918,-0.4369707470153713,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5041914690970726,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.3420974618555453,0.6412689726890776,0.6412689726890776,1
2010-03-23,0.2078605309253365,-0.2048948431057232,0.1909175362777465,-0.0411257113717195,1.7858587296321762,-0.5622174100926466,-0.5499364473972915,0.6430775219375918,-0.0389926115960939,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.6582245894447152,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-1.0419485411306462,0.9433875181338636,0.9433875181338636,1
2010-03-24,0.0714843949935988,-1.8957636195104384,1.7657599590136988,-1.981783206399113,1.5921897209496938,-2.562813621619749,-2.083058028319962,0.6430775219375918,0.2842400449631255,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.6997160756468839,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.9325667607341532,0.2128721351897926,0.2128721351897926,0
2010-03-25,-0.9390167731172326,-0.9392949129181122,0.8131064834024494,-1.2602377043748905,1.3329163374891937,-0.9670005835502552,-0.7398302857344994,0.6430775219375918,0.0698623070648224,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5852901422572824,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.5940828424197402,-0.8089703433127036,-0.8089703433127036,1
2010-03-26,1.1053793848848623,0.7192069186434541,-0.5309931259098633,0.7903255321531187,1.4137788913294136,0.5712747403824011,0.3015243991347619,0.6430775219375918,1.2788825758349127,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5472829791641088,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.0742218497621981,1.1121574436589,1.1121574436589,1
2010-03-29,0.7281751703571464,-0.2533276360521717,0.0895974878107928,-0.8707912204068312,1.2053068689264357,-0.3983670708696248,-0.4498461706355779,0.6430775219375918,-0.1156919475684574,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.6290743927216209,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.0799880057162148,0.3402672688954862,0.3402672688954862,1
2010-03-30,0.5346704738048382,0.1017784149814353,0.0325108079380899,0.7415619608137592,1.4229354633526723,0.228408875082218,0.3401327064912082,0.6430775219375918,0.8191511758989345,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.6148238497074139,-0.6943754971466467,1.8652981837789893,1.9189550984156825,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.4393239275812823,0.8697450710456536,0.8697450710456536,0
2010-03-31,-0.5485986511792793,0.0779754902264285,-0.4104806837710418,0.300732495922601,1.3403771744611872,0.5701330406824482,0.7592479666999848,0.6430775219375918,-0.0942592362494258,0.2841284815385802,-0.1388822709144261,-0.543581595298999,-0.5881152986426204,-0.6943754971466467,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.0053446277710323,-0.2909251801017654,-0.2909251801017654,1
2010-04-01,1.1731073631856237,0.5039224488032357,0.2850269374674178,-0.1635603355341911,1.3059055385146223,-0.5555697778854831,-0.2939410075474787,0.6430775219375918,1.1475281179082029,0.2841284815385802,-0.1369391796337156,-0.543581595298999,-0.5873740770991207,-0.6723378247694957,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.1399777725834999,0.1943750836781859,0.1943750836781859,1
2010-04-02,1.5264444082569828,-2.341412998163708,1.5238779713276145,-2.2923195693255067,0.9082840843941024,-2.313908722439504,-1.9001493928012705,0.6430775219375918,0.2768556706768164,0.2841284815385802,-0.1369391796337156,-0.543581595298999,-1.0172012960950552,-0.6723378247694957,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,0.1998993829925687,0.6055236561196835,0.6055236561196835,0
2010-04-05,-0.0125218595006872,-0.0404287600508859,-0.0129657965265668,-0.0411257113717195,0.899981598880701,-0.0282604001587759,-0.0173526744759671,0.6430775219375918,0.3626484068659258,0.2841284815385802,-0.1369391796337156,-0.543581595298999,-1.0151164970286344,-0.6723378247694957,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.0523052665542564,-0.0647137616121655,-0.0647137616121655,1
2010-04-06,-0.0125218595006872,0.5580189288174416,-0.298946303516117,0.2541794494620419,0.7100081100492919,0.7212458357030719,0.1636806382151458,0.6430775219375918,-0.4670686897865908,0.2841284815385802,-0.1369391796337156,-0.543581595298999,-1.103866852798947,-0.6723378247694957,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.369464029768079,0.2115919716005807,0.2115919716005807,1
2010-04-07,-0.0125218595006872,1.2255574005835772,-1.17545379788924,1.434685008597637,0.6577613703088907,1.5527277999861124,1.4292360336509375,0.6430775219375918,0.0403640205579506,0.2841284815385802,-0.1369391796337156,-0.543581595298999,-1.1135559530759715,-0.6723378247694957,1.8652981837789893,1.965501256510284,-0.0433967774601849,1.995856523902189,-0.0498056783123502,-0.5869176920276161,0.2130428017413342,0.2130428017413342,0
